CIF1,CIF2,Date,Duration
HNSCLE92M26G447Q,WLLNNA58A42C369H,2020-04-04,07:54:00
WLLNNA58A42C369H,STORBE83T53B535L,2021-01-04,08:54:00
FLDLSU85S24H265W,MCNDNY66H20C974L,2020-09-13,20:31:00
MCNDNY66H20C974L,GRBMRN82D57D038L,2021-10-17,03:12:00
WRRDMA53D08A127Z,WRSFDD70A04B506S,2021-05-30,15:17:00
WLLSRL93T52I326Y,MRRTMS79B15C974V,2020-10-30,16:43:00
WLLNNA58A42C369H,NGYJDY52E48F320W,2020-08-25,05:04:00
PRKPRC59M42F793E,YNGNCY92A42L334B,2021-09-05,07:52:00
JHNDBR55P46G123T,BRWPLN97H69G189W,2020-01-18,19:02:00
HRDSNY94C52M267B,GNZJMM62R30B198S,2021-02-17,23:56:00
BRBJFF97T18A202M,LTTNNA72M57A625D,2021-09-25,01:13:00
HFNLNC51R06F846Z,JHNSCI70R26A087R,2021-02-07,05:09:00
LRNTMR73E61D321M,KNLSNE96A14I319G,2021-05-07,10:55:00
DVSBBR79S41M196G,XMEBBR59A42B171A,2021-09-30,08:49:00
HDSDRH98D58D061Q,MRCRSO85P65A737K,2021-02-04,12:55:00
STORBE83T53B535L,LMRGRG63B15G580A,2020-02-20,02:11:00
YRYRLA94L13G204N,CDRTCY54R28A265E,2021-03-08,06:05:00
MYRWLM79B25A712W,BLNLSI59L44I754K,2021-04-17,07:51:00
STLSNL55P30E537Q,BDNMRY91S41H505I,2021-10-21,20:07:00
LFFMLE91L09D596Z,LPZRMR64L63G153S,2021-05-03,21:10:00
WLLDNL90A04A898T,MRTJSS58A07H134Q,2021-02-02,14:26:00
SHLHRD51E19C941J,CVRFRD95L63B418T,2021-02-17,00:37:00
PRCMHL59T49G802A,SPNJRM96H21C062G,2021-07-23,16:10:00
WSSJNF88S47L039A,DDYNCY55H68G331W,2021-03-23,03:07:00
CKOJHN53S03F001C,SCHLYD54L59D277S,2020-10-15,22:11:00
STOTRY58M28A989V,GRFHRT66B27D284O,2020-01-15,06:54:00
HNYRHR01R25H878A,WLLNNA58A42C369H,2021-02-26,15:48:00
SNCRHR70E02I612L,DVLVGN61S45F494C,2021-07-17,09:00:00
SLDHLN85A49F422V,MNGMVN93E11E576Y,2020-01-05,12:39:00
WLLRLA58E52G222M,GNRJNN64B08D299Y,2020-08-15,06:31:00
SPNJRM96H21C062G,PTRMLS95L01G492T,2020-03-15,22:59:00
WHTFDR95T27E759W,KLFJMS99H26F422A,2021-05-18,14:15:00
KLFJMS99H26F422A,WHTFDR95T27E759W,2021-07-26,00:58:00
KLLLRT86E22I414T,PRVLRA61C44L724S,2020-10-09,03:16:00
MCLSLL63H59H822V,WLLSRL93T52I326Y,2021-04-11,23:49:00
PRKPRC59M42F793E,PRCMHL59T49G802A,2021-01-27,10:03:00
KTHMRA59R57C816R,PNINAA54T66I796U,2021-02-27,09:22:00
LFFMLE91L09D596Z,GNZJMM62R30B198S,2021-05-30,17:02:00
DVSBBR79S41M196G,JCBRCC50A63M420U,2020-05-21,04:03:00
CRRJSO55T31A376Z,MLLNDI78C68A122T,2021-10-22,23:02:00
PRVLRA61C44L724S,MRRCRN86R26M093P,2020-07-31,10:38:00
BRCMRY59A65H294I,CRLCRY02E44E048J,2021-02-24,20:50:00
JHNDBR55P46G123T,RGRJLN85P04F599C,2020-05-29,17:12:00
PRVLRA61C44L724S,KLLLRT86E22I414T,2021-03-03,04:09:00
WLLSRL93T52I326Y,RSSJPH67E22I457E,2021-10-17,15:38:00
GNZJMM62R30B198S,MCNDNY66H20C974L,2020-05-20,15:20:00
PRCRTR79L29L270U,CLYMHL68C61B424F,2020-10-06,22:44:00
RBRBRK59H52F562K,BGYLSO52A48G663K,2020-10-08,21:42:00
KHNLSI83T46C866B,RGRJLN85P04F599C,2021-04-08,14:45:00
KLFJMS99H26F422A,LZRLYD51S54E847D,2021-08-03,17:31:00
MRSTMY83B23B686W,KNLSNE96A14I319G,2020-05-10,08:16:00
SCHLYD54L59D277S,HWKSVN87L31F455R,2020-02-02,06:20:00
WLLGDN82T25G459Y,SCHLYD54L59D277S,2020-02-07,08:50:00
NDRSLY95E49A745P,TMPDNS94M57C901C,2020-12-06,23:33:00
JHNSCI70R26A087R,HDSDRH98D58D061Q,2020-08-22,06:00:00
MYRWLM79B25A712W,SPNJHN87T10F976U,2020-03-19,13:38:00
NGYJDY52E48F320W,MYRLNL84M29G823I,2020-07-30,11:53:00
SHLLLL52M71L389G,LCKLPU63A14L248G,2020-10-26,17:26:00
GRCJHN97C02I745A,JHNDBR55P46G123T,2020-03-30,19:45:00
CLLJHN64C04F078U,GZMDNN67E54L834Z,2020-03-17,05:26:00
KTHMRL79C44E901I,JCBRCC50A63M420U,2021-07-31,13:19:00
NCHCRG65B09C503O,JRDRCE97M57L681R,2021-08-06,01:34:00
HWKSVN87L31F455R,HDSDRH98D58D061Q,2020-01-23,21:40:00
GBNMTH99A65E012A,KTHMRL79C44E901I,2020-09-08,15:47:00
BLNLSI59L44I754K,RSSJPH67E22I457E,2020-05-08,08:51:00
THRCRS72D63M021H,SHLTRS58D49F815D,2020-03-24,01:08:00
THMJTH73T54B844U,GNRJNN64B08D299Y,2021-04-07,08:15:00
BGYLSO52A48G663K,MRNJYO89D14B440G,2021-09-29,06:04:00
STJKNE55M03L673N,CRRJSO55T31A376Z,2020-05-16,04:44:00
MRRCRN86R26M093P,PLLNHL78D22G311I,2021-10-31,07:49:00
LLTLND50C14D853V,GDYWDL63E17L500W,2020-01-23,00:31:00
WLLLLN83R62A857R,BDNMRY91S41H505I,2021-02-11,05:56:00
HCKKST50H58L158V,WRSFDD70A04B506S,2021-08-12,19:38:00
STLSNL55P30E537Q,MTCKST02A69E784W,2021-03-10,07:40:00
YTCRNN69P17A263F,LPPDLD70A03H026E,2021-10-22,04:16:00
HNYRHR01R25H878A,BDNMRY91S41H505I,2021-07-30,20:37:00
SHLHRD51E19C941J,WLLRLA58E52G222M,2020-12-31,04:46:00
CDRTCY54R28A265E,DTHFNC93H03F707B,2021-05-25,17:19:00
STORBE83T53B535L,BNGKMI67E57M079C,2020-06-24,09:56:00
VSLLTT58D59D974O,KNGRSL57M27L167F,2020-05-31,07:15:00
YTCRNN69P17A263F,BRCJHN84D04C780Y,2020-04-04,06:52:00
NCHCRG65B09C503O,JHNDBR55P46G123T,2020-03-12,19:36:00
GRCJHN97C02I745A,TMPDNS94M57C901C,2021-04-25,17:48:00
RBRBRK59H52F562K,PRVLRA61C44L724S,2020-03-08,14:37:00
DNKRTI79E46E290E,RSSJPH67E22I457E,2020-06-01,18:17:00
LPSMGR93P42C533G,STRLRY69C07E192Q,2020-03-19,04:40:00
KLLLRT86E22I414T,DNKRTI79E46E290E,2020-07-09,08:57:00
JPKLRY63B16C633M,VLLRRT69R11D041G,2021-03-03,05:06:00
FRSRTI90B64C539A,WLLDNL90A04A898T,2020-12-07,08:00:00
DNKRTI79E46E290E,SWNMHL73B21F664V,2020-12-13,16:39:00
VGEZCK52A22H189U,RSDWTR78C28G156H,2020-06-13,14:41:00
KTHMRL79C44E901I,SPNJHN87T10F976U,2020-08-16,08:45:00
DLLDBR88B63D227F,WSSJNF88S47L039A,2021-06-12,17:28:00
HRDSNY94C52M267B,LTTNNA72M57A625D,2020-12-04,11:21:00
YNGNCY92A42L334B,SLBPRC85H65A399P,2021-03-04,11:09:00
SPNJRM96H21C062G,MRRCRN86R26M093P,2020-12-15,17:11:00
CRLCRY02E44E048J,DVSBBR79S41M196G,2020-07-24,16:10:00
PNNRHR81M05E356N,BDNMRY91S41H505I,2020-06-09,17:12:00
PNINAA54T66I796U,LLTLND50C14D853V,2021-02-19,21:35:00
LLTLND50C14D853V,LNRLVN82B12G713N,2020-12-09,14:17:00
MCLSLL63H59H822V,VGEZCK52A22H189U,2021-08-16,20:18:00
BLNNDR76D29C072G,SMTNRW84T12I192Q,2021-01-19,14:50:00
MNGMVN93E11E576Y,TRYRRT89S21C194F,2020-12-22,04:22:00
SHLTRS58D49F815D,KHNLSI83T46C866B,2021-05-20,00:30:00
RSDWTR78C28G156H,SLBPRC85H65A399P,2021-07-24,14:12:00
HWKSVN87L31F455R,STPGLD62R28B530H,2020-03-23,21:11:00
SMNZND76S52A398Q,WSSJNF88S47L039A,2020-04-25,13:29:00
MTCKST02A69E784W,TRYRRT89S21C194F,2020-01-03,04:59:00
DNKRTI79E46E290E,CBRRGG92B14A663J,2020-05-29,06:07:00
STRLRY69C07E192Q,BRWSPH60M62E554M,2020-08-08,20:01:00
PNINAA54T66I796U,MRODRH93M56M384G,2021-04-11,00:33:00
HNYRHR01R25H878A,WTSLRN59T47A506O,2021-08-06,19:43:00
DNGJML72P16B589Y,HRDSNY94C52M267B,2021-01-09,04:30:00
YNGWLM78P15H590G,FRNGRD51M07G146L,2021-09-15,23:34:00
WRRDMA53D08A127Z,BRBJFF97T18A202M,2021-04-26,22:39:00
SHLTRS58D49F815D,KRKPTR52T16L562R,2020-06-05,15:01:00
MTCKST02A69E784W,RCHNHN73S15A734P,2021-03-28,22:31:00
PNTJSS83R28A041V,WRSFDD70A04B506S,2020-02-27,16:12:00
CDRTCY54R28A265E,PRKPRC59M42F793E,2020-08-11,00:37:00
GNRJNN64B08D299Y,TCKJYC58A44B774S,2021-09-12,07:01:00
WLLDNL90A04A898T,BRWPLN97H69G189W,2021-08-24,17:48:00
HFNLNC51R06F846Z,CLMDWN76E64L105N,2021-07-12,15:11:00
CKOJHN53S03F001C,SNCRHR70E02I612L,2020-08-11,10:16:00
CLPJHN02H25H639J,STJKNE55M03L673N,2021-02-23,15:11:00
FRSRTI90B64C539A,MNGMVN93E11E576Y,2021-10-15,07:56:00
DCSGRG75B01H258V,CHNMNG65R47H002C,2021-10-16,11:31:00
HRDSNY94C52M267B,HFNLNC51R06F846Z,2021-07-08,09:00:00
MROJNF62B58D607A,HDSDRH98D58D061Q,2021-06-10,23:06:00
CLMDWN76E64L105N,BRWPLN97H69G189W,2021-03-15,23:39:00
GRNDLD75L03D804W,LEEJNA98H48E638A,2021-03-09,00:19:00
HNYRHR01R25H878A,MLLNDI78C68A122T,2021-03-21,04:42:00
WLLRLA58E52G222M,NGYJDY52E48F320W,2021-03-21,09:35:00
HDSJHN73B07F256I,RSDWTR78C28G156H,2020-11-07,20:04:00
PRKPRC59M42F793E,TMPDNS94M57C901C,2020-04-03,10:18:00
JHNSCI70R26A087R,LLTLND50C14D853V,2020-03-07,09:08:00
DVDKHL98S44G111E,SHLHRD51E19C941J,2020-03-08,00:51:00
HFNLNC51R06F846Z,WLLRLA58E52G222M,2021-09-16,01:19:00
SCRFNK98S10L840F,CPRJHN86P01B167P,2021-08-25,18:14:00
JCBRCC50A63M420U,BLNLSI59L44I754K,2020-12-11,19:38:00
DVSBBR79S41M196G,PRCRTR79L29L270U,2021-05-26,10:10:00
BRWSPH60M62E554M,FLDLSU85S24H265W,2021-10-31,07:31:00
MWNLCS65P09L625X,PTRMLS95L01G492T,2021-01-02,01:31:00
BRBJFF97T18A202M,SLHSLV72P60D239O,2020-10-18,09:47:00
DVSBBR79S41M196G,LFFMLE91L09D596Z,2021-09-23,23:42:00
SHLTRS58D49F815D,MRODRH93M56M384G,2020-09-20,02:49:00
STRBNC73A49G384I,JPKLRY63B16C633M,2021-11-03,21:09:00
NVRJPH90S21E904H,MCGSNY98M10A537X,2020-08-22,05:09:00
SLHSLV72P60D239O,JPKLRY63B16C633M,2020-02-18,10:10:00
JHNSCI70R26A087R,LLSVGN67T61D344L,2021-09-13,08:51:00
HNYRHR01R25H878A,SMNZND76S52A398Q,2020-01-25,22:12:00
SWNMHL73B21F664V,SMMNNA60C46H245N,2020-05-24,23:08:00
MRTJSS58A07H134Q,WLLRLA58E52G222M,2020-08-19,00:35:00
FLRCLS87M29I936O,DNKRTI79E46E290E,2020-01-18,01:16:00
DVSBBR79S41M196G,GBNMTH99A65E012A,2021-09-27,22:57:00
GLLJRM87C31G580R,NCHCRG65B09C503O,2021-09-12,14:21:00
KHNLSI83T46C866B,HFNLNC51R06F846Z,2020-06-21,10:55:00
LPPDLD70A03H026E,SHETMY52C08H406D,2021-08-09,16:36:00
GDYWDL63E17L500W,BRWPLN97H69G189W,2020-04-11,09:07:00
MRNJYO89D14B440G,DDYNCY55H68G331W,2021-01-07,05:28:00
BDNMRY91S41H505I,LRNTMR73E61D321M,2021-02-02,20:38:00
BDGTTH02S12H153U,BRWSPH60M62E554M,2020-06-25,16:34:00
PRVLRA61C44L724S,DVDKHL98S44G111E,2021-05-28,23:04:00
TMPDNS94M57C901C,KLFJMS99H26F422A,2021-02-21,01:27:00
MRRCRN86R26M093P,LPZRMR64L63G153S,2020-12-25,07:24:00
DNGJML72P16B589Y,JRDRCE97M57L681R,2021-08-31,15:57:00
BCKLNR75S63L258J,GMBDRK56D23E593M,2021-01-11,02:14:00
JNSCLD84P13A810G,PNTJSS83R28A041V,2021-10-25,04:26:00
PRKPRC59M42F793E,BRDCRO63R66F162H,2020-02-25,03:41:00
DWDROA52C53B097U,LNRLVN82B12G713N,2021-09-11,20:50:00
BRDCRO63R66F162H,PHLJSN62A18E213Z,2020-06-06,02:55:00
HDSJHN73B07F256I,KNLSNE96A14I319G,2021-09-29,05:56:00
CKOJHN53S03F001C,CRLCRY02E44E048J,2021-05-12,09:21:00
THRCRS72D63M021H,CBRRGG92B14A663J,2021-01-25,21:40:00
WLLSRL93T52I326Y,PNINAA54T66I796U,2021-09-28,07:32:00
MLLNDI78C68A122T,THRCRS72D63M021H,2021-06-18,13:46:00
DWDROA52C53B097U,NVRJPH90S21E904H,2020-04-24,14:50:00
THMJTH73T54B844U,SCHLYD54L59D277S,2020-06-29,19:35:00
DVSBBR79S41M196G,NCHCRG65B09C503O,2020-01-03,04:26:00
SNCRHR70E02I612L,MRRCRN86R26M093P,2021-01-27,08:49:00
TCKJYC58A44B774S,DNKRTI79E46E290E,2020-06-02,00:41:00
STRBNC73A49G384I,STOTRY58M28A989V,2021-01-27,12:26:00
MYRLNL84M29G823I,LTTNNA72M57A625D,2020-10-15,03:59:00
LTTNNA72M57A625D,KLFJMS99H26F422A,2020-02-13,19:48:00
KTHMRL79C44E901I,KHNLSI83T46C866B,2020-03-24,11:57:00
GNRJNN64B08D299Y,MRRCRN86R26M093P,2021-01-22,11:00:00
BDGTTH02S12H153U,DCSGRG75B01H258V,2020-11-11,05:02:00
CLMDWN76E64L105N,SHETMY52C08H406D,2020-04-23,22:30:00
GRNDLD75L03D804W,LPSMGR93P42C533G,2020-11-07,21:02:00
BNGKMI67E57M079C,BRCJHN84D04C780Y,2021-06-17,08:37:00
SHLTRS58D49F815D,LEEJNA98H48E638A,2021-01-15,07:27:00
HRDSNY94C52M267B,WSSJNF88S47L039A,2021-07-03,16:57:00
LPZRMR64L63G153S,BLNNDR76D29C072G,2020-02-18,09:23:00
SHLHRD51E19C941J,SFSSNT03B58I357V,2020-10-26,16:02:00
FREDTH50S54B120C,RSNJSN91R25L734J,2021-09-08,08:05:00
RMNMRY96C46H022U,FRNGRD51M07G146L,2020-08-12,03:29:00
FNKCRL68P25D666Z,CKOJHN53S03F001C,2020-07-26,14:40:00
DWDROA52C53B097U,DNKRTI79E46E290E,2020-07-20,07:10:00
WDWJNN67T25L440J,BRWSPH60M62E554M,2021-09-21,22:03:00
STPGLD62R28B530H,BDNMRY91S41H505I,2021-07-17,17:22:00
GRNDRS80B51E374C,RBRBRK59H52F562K,2021-09-20,23:44:00
BLNNDR76D29C072G,FLDLSU85S24H265W,2020-02-24,00:49:00
MRCRSO85P65A737K,RSDWTR78C28G156H,2021-05-12,17:24:00
KLFJMS99H26F422A,FNKCRL68P25D666Z,2021-09-04,14:46:00
DNLRLD97R10E618V,HWKSVN87L31F455R,2020-04-27,18:16:00
PRCRTR79L29L270U,WLLSRL93T52I326Y,2020-11-20,23:01:00
SWNMHL73B21F664V,BRNLHE55R64C286K,2021-10-08,23:02:00
BSTGLD89M31M371Q,PLLNHL78D22G311I,2021-07-24,22:40:00
KNGRSL57M27L167F,GRNDRS80B51E374C,2020-07-27,17:28:00
CRLCRY02E44E048J,CLMDWN76E64L105N,2021-07-12,01:32:00
WSSJNF88S47L039A,LPSMGR93P42C533G,2020-06-28,21:25:00
VLNKHL81L44L146Q,LLSVGN67T61D344L,2020-12-06,11:25:00
LCKLPU63A14L248G,RSSJPH67E22I457E,2020-05-16,02:47:00
RSSJPH67E22I457E,PRCRTR79L29L270U,2021-09-24,00:52:00
BSTGLD89M31M371Q,DNKRTI79E46E290E,2020-05-25,05:22:00
GRNDLD75L03D804W,PRCRTR79L29L270U,2020-05-28,10:14:00
WLLGDN82T25G459Y,LFFMLE91L09D596Z,2021-07-16,14:19:00
WDWJNN67T25L440J,HNSCLE92M26G447Q,2020-08-18,05:37:00
SMNZND76S52A398Q,BLNLSI59L44I754K,2021-08-20,04:31:00
RMNMRY96C46H022U,DNGJML72P16B589Y,2021-01-21,07:32:00
STJKNE55M03L673N,STRBNC73A49G384I,2021-09-26,23:23:00
BRDCRO63R66F162H,MRRCRN86R26M093P,2020-03-01,18:32:00
PRKPRC59M42F793E,BDGTTH02S12H153U,2021-02-02,22:25:00
JNSCLD84P13A810G,PCKDTH82L44E967N,2020-09-21,10:08:00
BCKLNR75S63L258J,JNSCLD84P13A810G,2020-07-22,03:46:00
RTCJDY92L65D057O,NVRJPH90S21E904H,2020-07-22,21:41:00
DLLDBR88B63D227F,VGEZCK52A22H189U,2021-05-22,20:31:00
SMTNRW84T12I192Q,RGRJLN85P04F599C,2021-09-19,04:02:00
CLPJHN02H25H639J,BRCMRY59A65H294I,2020-10-14,13:34:00
RBRBRK59H52F562K,THRCRS72D63M021H,2021-03-22,20:34:00
DTHFNC93H03F707B,MROJNF62B58D607A,2021-06-29,07:32:00
MRCRSO85P65A737K,BRBJFF97T18A202M,2020-01-17,17:52:00
WHLDWN60T17H599M,MYRWLM79B25A712W,2021-01-04,01:05:00
HNSCLE92M26G447Q,CHNMNG65R47H002C,2021-10-13,08:34:00
CRLCRY02E44E048J,KNSJNF91H43C691H,2021-08-26,23:06:00
GNRJNN64B08D299Y,LCKLPU63A14L248G,2020-03-18,13:09:00
DVSBBR79S41M196G,CLMBRN67E26H720B,2020-01-27,03:54:00
JCBRCC50A63M420U,RSNJSN91R25L734J,2021-01-19,22:31:00
KNSJNF91H43C691H,VLNKHL81L44L146Q,2021-09-27,14:53:00
GNZJMM62R30B198S,JPKLRY63B16C633M,2020-08-05,14:58:00
LLTLND50C14D853V,HSLLSE93H63M339H,2021-02-03,20:53:00
BGYLSO52A48G663K,LIXJCK86C02L575K,2020-10-12,06:17:00
HRDSNY94C52M267B,LLTLND50C14D853V,2020-06-29,17:03:00
SMTNRW84T12I192Q,MNGMVN93E11E576Y,2021-10-25,06:55:00
DNKRTI79E46E290E,DVLVGN61S45F494C,2021-10-18,09:29:00
LLSVGN67T61D344L,PRCRTR79L29L270U,2021-03-05,08:07:00
YNGMTN56H16E666B,MLLNDI78C68A122T,2021-05-18,02:26:00
RSDWTR78C28G156H,KNLSNE96A14I319G,2020-02-16,07:46:00
RBRBRK59H52F562K,MYRWLM79B25A712W,2021-06-29,06:06:00
GRFHRT66B27D284O,BRCJHN84D04C780Y,2020-03-09,03:40:00
KTHMRL79C44E901I,MRNJYO89D14B440G,2020-11-11,22:02:00
MLLNDI78C68A122T,GZMDNN67E54L834Z,2020-12-27,09:33:00
DCSGRG75B01H258V,BCKLNR75S63L258J,2020-03-13,19:25:00
FLDLSU85S24H265W,BRCMRY59A65H294I,2020-11-15,18:11:00
WLLGDN82T25G459Y,STLSNL55P30E537Q,2021-06-07,20:32:00
STLSNL55P30E537Q,JPKLRY63B16C633M,2021-03-13,14:22:00
LCKLPU63A14L248G,LEEJNA98H48E638A,2020-06-27,17:19:00
LPSMGR93P42C533G,WDWJNN67T25L440J,2021-04-13,13:33:00
NVRJPH90S21E904H,HNSCLE92M26G447Q,2020-02-17,09:21:00
STJKNE55M03L673N,CKOJHN53S03F001C,2021-04-11,20:11:00
MWNLCS65P09L625X,RSNJSN91R25L734J,2020-01-14,17:16:00
HSLLSE93H63M339H,BRWPLN97H69G189W,2021-05-19,13:30:00
FRSRTI90B64C539A,FLDLSU85S24H265W,2020-08-27,13:13:00
BRDCRO63R66F162H,DNGJML72P16B589Y,2020-04-21,21:21:00
DWDROA52C53B097U,RSDWTR78C28G156H,2021-01-22,20:09:00
LZRLYD51S54E847D,TCKJYC58A44B774S,2020-05-06,10:41:00
HSLLSE93H63M339H,CLPJHN02H25H639J,2020-05-17,17:58:00
JPKLRY63B16C633M,SCRFNK98S10L840F,2021-03-03,17:44:00
SMNZND76S52A398Q,FRNGRD51M07G146L,2020-05-31,23:53:00
TCKJYC58A44B774S,YTCRNN69P17A263F,2020-11-17,09:22:00
SNCRHR70E02I612L,WRSFDD70A04B506S,2021-07-21,02:22:00
SHETMY52C08H406D,BLNNDR76D29C072G,2020-06-04,05:57:00
FRSHLN61R41B038O,FRSRTI90B64C539A,2021-04-07,10:58:00
FLDLSU85S24H265W,CRLCRY02E44E048J,2021-11-13,21:12:00
MRRTMS79B15C974V,YNGMTN56H16E666B,2021-07-25,01:56:00
FRNGRD51M07G146L,FNKCRL68P25D666Z,2020-01-03,20:24:00
LEEJNA98H48E638A,SKNJPH51S02C500E,2021-06-23,17:05:00
GBNMTH99A65E012A,GDYWDL63E17L500W,2021-06-01,23:49:00
LPSMGR93P42C533G,SLDHLN85A49F422V,2020-11-30,23:29:00
PRVLRA61C44L724S,LCNBBR88P55F817E,2020-05-27,07:32:00
PNTJSS83R28A041V,DWDROA52C53B097U,2021-09-16,22:49:00
HNSCLE92M26G447Q,LPSMGR93P42C533G,2020-11-11,10:11:00
LCNBBR88P55F817E,MRODRH93M56M384G,2020-01-17,23:48:00
LPZRMR64L63G153S,VGEZCK52A22H189U,2021-06-23,12:21:00
BLNNDR76D29C072G,DDYNCY55H68G331W,2021-02-13,02:52:00
BDNMRY91S41H505I,PRKPRC59M42F793E,2020-12-13,00:34:00
THRCRS72D63M021H,SWNMHL73B21F664V,2021-06-28,05:39:00
LNRLVN82B12G713N,NVRJPH90S21E904H,2020-05-05,16:55:00
WRRDMA53D08A127Z,VLLRRT69R11D041G,2021-10-23,02:15:00
WHTFDR95T27E759W,LLTLND50C14D853V,2020-04-21,23:07:00
CLMDWN76E64L105N,FREDTH50S54B120C,2021-05-18,15:56:00
FLDLSU85S24H265W,RCHNHN73S15A734P,2020-02-26,22:55:00
MRRTMS79B15C974V,TMPDNS94M57C901C,2020-09-05,08:33:00
MRSTMY83B23B686W,JMSJHN61L30E689A,2020-09-20,17:04:00
MYRLNL84M29G823I,YNGMTN56H16E666B,2021-07-08,16:07:00
PRCRTR79L29L270U,SLBPRC85H65A399P,2021-07-10,05:22:00
STRLRY69C07E192Q,PLLNHL78D22G311I,2020-03-04,15:20:00
DVLVGN61S45F494C,WLLRLA58E52G222M,2020-06-06,19:38:00
HDSJHN73B07F256I,VLLRRT69R11D041G,2021-03-28,21:22:00
STJKNE55M03L673N,STPGLD62R28B530H,2021-03-23,17:14:00
RBRBRK59H52F562K,CLLJHN64C04F078U,2021-05-08,10:34:00
SMNZND76S52A398Q,MRRCRN86R26M093P,2020-06-27,02:06:00
MRRCRN86R26M093P,DNKRTI79E46E290E,2020-04-27,18:12:00
NGYJDY52E48F320W,WTSLRN59T47A506O,2020-05-01,12:28:00
NVRJPH90S21E904H,RMNMRY96C46H022U,2021-07-12,12:28:00
GBNMTH99A65E012A,CLMBRN67E26H720B,2020-04-02,11:06:00
SMMNNA60C46H245N,KNGJSS58L01H528F,2020-07-22,15:04:00
MYRWLM79B25A712W,YNGNCY92A42L334B,2021-04-11,07:40:00
LTTNNA72M57A625D,VSLLTT58D59D974O,2021-07-22,18:43:00
SKNJPH51S02C500E,LLTLND50C14D853V,2021-01-03,22:10:00
SHLHRD51E19C941J,MYRWLM79B25A712W,2020-10-12,12:48:00
WLLSRL93T52I326Y,DDYNCY55H68G331W,2020-06-29,04:48:00
BDGTTH02S12H153U,GRFHRT66B27D284O,2020-11-13,06:49:00
CHNMNG65R47H002C,WHLDWN60T17H599M,2020-10-27,07:32:00
BRCJHN84D04C780Y,SLDHLN85A49F422V,2021-08-05,23:55:00
FGRMHL82H18L237F,LCKLPU63A14L248G,2020-11-15,00:46:00
DWDROA52C53B097U,WLLRLA58E52G222M,2020-01-02,14:58:00
GLLJRM87C31G580R,STORBE83T53B535L,2021-05-21,08:02:00
DNGJML72P16B589Y,FRSHLN61R41B038O,2021-04-12,18:05:00
DNKRTI79E46E290E,STJKNE55M03L673N,2020-04-19,16:44:00
KNGRSL57M27L167F,FRSHLN61R41B038O,2020-08-25,06:50:00
TMPDNS94M57C901C,JMSJHN61L30E689A,2021-03-25,09:44:00
HNYRHR01R25H878A,PRCRTR79L29L270U,2020-10-22,06:04:00
DDYNCY55H68G331W,YNGWLM78P15H590G,2020-10-14,02:57:00
TRYRRT89S21C194F,BRWPLN97H69G189W,2021-09-11,22:55:00
MLLNDI78C68A122T,GMBDRK56D23E593M,2021-09-07,18:20:00
VGEZCK52A22H189U,CLMDWN76E64L105N,2021-07-13,04:29:00
PRVLRA61C44L724S,HSLLSE93H63M339H,2021-05-14,22:04:00
HNYRHR01R25H878A,DVDKHL98S44G111E,2020-02-14,15:00:00
MRNJYO89D14B440G,WSSJNF88S47L039A,2021-03-27,21:29:00
BRNLHE55R64C286K,LMRGRG63B15G580A,2021-03-01,02:00:00
KNGRSL57M27L167F,RGRJLN85P04F599C,2021-04-08,19:08:00
KNGJSS58L01H528F,NCHPGY58M48G421Q,2020-02-02,16:06:00
BCKLNR75S63L258J,CLPJHN02H25H639J,2021-05-28,18:47:00
SLHSLV72P60D239O,CLMBRN67E26H720B,2020-01-30,11:23:00
TRYRRT89S21C194F,WLLRLA58E52G222M,2021-02-15,09:24:00
TCKJYC58A44B774S,BNGKMI67E57M079C,2020-09-07,06:21:00
LCNMGN89P66L277C,LZRLYD51S54E847D,2021-05-12,09:32:00
RGRJLN85P04F599C,JHNSCI70R26A087R,2021-01-06,17:29:00
GDYWDL63E17L500W,JCBRCC50A63M420U,2020-10-11,15:22:00
MRRCRN86R26M093P,DNKRTI79E46E290E,2020-01-08,21:46:00
RSNJSN91R25L734J,LLSVGN67T61D344L,2021-07-23,11:36:00
SLBPRC85H65A399P,KNGJSS58L01H528F,2021-05-26,10:49:00
KNGRSL57M27L167F,SPNJHN87T10F976U,2021-06-24,11:40:00
GNRJNN64B08D299Y,SHLLLL52M71L389G,2021-08-04,04:00:00
BRBJFF97T18A202M,SMMNNA60C46H245N,2020-08-22,04:32:00
DNLRLD97R10E618V,NDRSLY95E49A745P,2020-03-18,15:05:00
HNSCLE92M26G447Q,BRDCRO63R66F162H,2020-12-17,05:54:00
YNGNCY92A42L334B,WLLRLA58E52G222M,2021-07-02,09:28:00
KNGRSL57M27L167F,MYRWLM79B25A712W,2021-10-06,17:51:00
TMPDNS94M57C901C,WLLSRL93T52I326Y,2020-06-09,11:06:00
SPNJHN87T10F976U,MKLCRS90H44L173G,2021-04-08,13:57:00
LPPDLD70A03H026E,LIXJCK86C02L575K,2020-04-17,07:25:00
GRFHRT66B27D284O,LLSVGN67T61D344L,2021-01-04,19:17:00
HDSDRH98D58D061Q,LLTLND50C14D853V,2021-07-20,21:11:00
PRCRTR79L29L270U,CLLJHN64C04F078U,2020-05-21,23:46:00
GNRJNN64B08D299Y,NGYJDY52E48F320W,2020-05-29,12:28:00
PRCRTR79L29L270U,KNGRSL57M27L167F,2020-08-02,01:24:00
GBNMTH99A65E012A,PNINAA54T66I796U,2021-05-02,00:41:00
