CIF,Place,Room,Date,Duration
NCHDMN86H16A448H,8952193,H.8.2,2020-01-02,22:05:00
SLVLNA03A20D924D,3172542,,2021-10-06,04:33:00
MRCRSO60A56D911O,3178423,,2020-02-17,05:54:00
RSAJHN90C15I425I,11126481,,2020-08-25,23:39:00
KLLLCA97C53B149A,3165736,,2021-09-17,10:25:00
CLRLDS93B56E547M,3174706,D.3.1,2020-07-11,02:55:00
DCKKRN82A42F161G,9032354,M.2.3,2020-07-14,17:50:00
WLCDRK03D24F293D,8952193,H.8.2,2021-06-10,03:56:00
RCHSNU73S61I863H,6933445,,2020-08-03,20:13:00
CRSLLN84D23L779B,6540033,,2020-04-26,23:10:00
BYLRNY99S23I646A,11127880,,2020-04-15,01:20:00
DTTRKE75M56E761U,11127880,,2021-02-11,08:16:00
HRLJLU73L60I215Z,8961730,H.4.6,2021-01-13,18:56:00
CRCNAA54P52A405P,6542079,,2021-04-25,09:22:00
MRRWLY85T18F116Q,11127622,,2020-12-28,04:16:00
NMSRYA63R08C760A,8978564,T.4.9,2021-02-17,09:35:00
WSTTFN95M63I482E,3169202,G.2.3,2021-06-12,15:07:00
NNSDRN94E53F012X,8982854,,2021-08-01,20:22:00
CRMJFF77C10E531O,3183224,D.3.3,2020-08-10,09:44:00
MRRWLY85T18F116Q,8952193,H.8.2,2020-03-19,11:16:00
PRHJMS61M30B301Y,11127880,,2020-07-21,01:06:00
PTRMKI61D10G914K,8982241,Y.1.7,2020-10-27,11:04:00
MCDMHL66P52D499N,10114711,A.8.6,2020-11-18,19:25:00
CRWCCK86S17D304F,3183224,D.3.3,2020-08-12,11:36:00
SHRJSC76L51L096O,8984890,,2021-09-21,08:35:00
CMPNLN65T64A301C,9613262,J.8.7,2021-03-17,06:52:00
GRYMTT01L45B437Y,10627265,,2020-03-23,16:10:00
BRMCRL71T24C934E,6541464,,2021-06-05,02:36:00
FLWDNE87R53A577A,8982241,Y.1.7,2021-01-24,08:53:00
KRBMKN99C13D410Z,8982241,D.7.4,2020-12-02,16:31:00
NLSLRO69L49G811Z,10114711,I.8.7,2020-10-06,21:53:00
CMPJHN99B24H014O,3165293,,2020-12-08,03:55:00
STNDVD70B18F653G,6542295,,2020-09-02,07:30:00
FRRJMS81L24F372M,6542214,,2021-04-07,14:55:00
MCKMHL70S23I139C,2525364,,2021-09-13,11:53:00
WLLSHL72D52I454U,3207311,,2020-10-04,22:45:00
DRVGLD59E16M080M,10401364,,2021-09-13,21:19:00
FRNJTN87H66G746K,8982241,D.7.4,2020-08-08,18:24:00
KRZCMR97C71D821N,6697736,,2021-06-02,11:27:00
JHNMND92B49D050L,8969613,H.3.9,2021-08-13,06:34:00
CNNJHN60H22F968L,7303538,,2021-03-29,14:58:00
RHDMNQ84H52I869S,2524528,,2020-06-17,19:09:00
KNEJSH51R25E569D,9412867,F.7.1,2020-01-16,23:49:00
PRZSCR73E04F951W,8963948,L.5.4,2020-04-07,09:07:00
WLSBTY71R58E745Q,3165736,,2020-08-24,17:46:00
LLZWLC91E19I704X,10114711,I.8.7,2021-06-23,02:46:00
DKNTNY67B19D865D,3168220,D.8.2,2021-04-16,23:50:00
LRRMRY94B49G260L,3170817,,2020-09-12,14:55:00
MRLTCY76R70I416D,6538502,,2021-07-13,16:29:00
JHNJLU70S02I625X,8199505,,2020-10-13,16:15:00
MRCRSO60A56D911O,8953518,K.5.0,2021-10-25,06:51:00
WRDVCK89M46A581M,3177891,,2021-10-04,00:17:00
LHMSVN96H02B984C,11127622,,2021-09-11,07:10:00
TSLJRD73H16A484F,3169263,K.5.0,2021-02-10,13:39:00
LRRJNT91A43C382D,9032354,M.2.3,2020-02-02,16:55:00
SNTBTT98H55D267M,8967778,N.7.4,2020-05-19,04:39:00
RCHSRN94L53D750D,3175603,N.8.6,2020-01-14,19:30:00
SBRRMR93H56D679Y,8966253,C.4.7,2020-07-07,08:35:00
CRSLLN84D23L779B,11127622,,2020-03-04,13:53:00
GNOCST72B65C114S,3168220,D.8.2,2020-08-15,08:43:00
BTTNHN58C17D414M,8967778,N.7.4,2020-09-10,11:36:00
BRWLSL68H10H214H,8966253,C.4.7,2021-06-03,07:22:00
BRRJNC89R69C769J,8984890,,2021-03-22,19:26:00
BLRKRN96C58I529U,8952732,O.6.8,2021-01-20,05:47:00
CLYDDE86L10D360Y,10114711,A.8.6,2020-09-20,20:24:00
JHNDLN78S61B667U,9613262,J.8.7,2021-05-03,12:33:00
WTKRRT68E26L502J,9412867,F.7.1,2020-08-26,19:26:00
RGSTRS96P70C702D,8978564,T.4.9,2020-02-23,02:00:00
KLMFLC83R44I176L,8978564,T.4.9,2021-10-11,01:15:00
PQTGLR58B51H214E,11128077,,2021-10-06,14:54:00
HRLJLU73L60I215Z,8199505,,2020-05-05,19:21:00
PRSLBT73R61E158U,8953415,V.5.8,2021-07-15,09:40:00
HMMJHN96B13E681S,10234509,O.3.8,2020-04-30,10:40:00
SHWJNY74A55C973P,3178423,,2020-02-08,03:35:00
PTRMKI61D10G914K,11857076,,2020-10-31,04:41:00
RTZKMI68D51G627F,8952732,O.6.8,2020-08-20,23:33:00
TSLJRD73H16A484F,8030019,,2021-09-22,13:41:00
RYNRNN88B55M314U,10376048,,2021-07-28,14:32:00
STRLRY97D07F067H,3177891,,2020-06-03,13:44:00
BSSPML99R48B328I,8969613,H.3.9,2020-11-06,09:00:00
RDLJHN71P30B152M,8967523,J.2.5,2021-07-14,04:59:00
WLLJHN60A07M383N,3172542,,2020-10-21,04:16:00
SLGJMS98L04I421O,8966253,C.4.7,2020-03-29,00:25:00
CRTCRL80H13D899X,9412867,F.7.1,2020-04-01,17:52:00
WLLJHN60A07M383N,8967523,N.6.7,2020-08-06,20:27:00
TYLLRT00M27L221G,3174706,D.3.1,2021-05-27,19:40:00
MDYJMY98L10C075Y,9612605,Z.9.4,2021-09-17,13:05:00
RDWPGY65E43I494G,10114711,I.8.7,2021-05-16,16:26:00
MCLJHN59H29C381M,6542214,,2020-03-07,06:52:00
PRRWLM78A11D970V,11126481,,2020-09-10,23:27:00
PLNTTH72T22H288X,8966253,C.4.7,2021-03-04,18:19:00
GRNJTN74H20F453Z,9412867,F.7.1,2021-08-26,14:57:00
PLRTRC54B58L059A,8963948,J.9.2,2020-09-08,21:24:00
MNORRT60B08A038N,11128077,,2021-01-28,05:30:00
JHNLBT85T69C628Z,3165293,,2020-07-19,17:30:00
JNKSPH93T29F240K,6537720,,2021-01-01,18:47:00
HLVRMN55A12H273H,8984890,,2020-08-22,00:33:00
SDRMVN87S06D044Y,8030019,,2020-04-24,19:37:00
LMRDVD92E05A295I,8982854,,2020-07-25,08:24:00
JHNJHN58E11I841T,10376048,,2020-09-13,03:14:00
RVSJMS74M04H185G,3168220,D.8.2,2020-04-06,18:48:00
KHNJFR54T07I828I,8967523,N.6.7,2020-08-13,15:58:00
STHWLM02R09H210C,10114711,A.8.6,2020-02-20,17:18:00
BNNBTY72M52G307T,8959183,W.7.7,2021-10-17,12:30:00
NGYJNC64L54C940Q,10626188,,2020-12-08,08:58:00
HYMHLN79C69A786Z,8956432,I.8.8,2020-05-24,02:46:00
TMBBRL00A66G888R,11127880,,2020-04-13,07:48:00
CLYDDE86L10D360Y,7289460,,2021-05-03,03:47:00
RCHPRC86E19M338T,3183224,D.3.3,2021-05-17,00:45:00
SMTJTH64B65E373B,8982241,P.0.5,2021-08-23,21:04:00
DDLDLA66M53L977Y,8982241,P.0.5,2020-08-28,04:21:00
KDNMHL83H06L722Y,8982241,Y.1.7,2020-05-21,21:07:00
NDRNRQ87M13I927M,8967523,J.2.5,2020-12-02,19:11:00
HRRBTH54B53M098E,8959183,W.7.7,2020-02-06,15:40:00
MRQCRS90D49I935L,8967523,N.6.7,2020-02-01,03:45:00
WNSTRC72C60F842K,10376048,,2020-04-03,22:59:00
LNZWLM72P21F648P,10234509,O.3.8,2020-05-11,22:24:00
MRQKRN57L68E493U,3172542,,2021-02-10,21:51:00
DMRDLL80B60F482U,8953415,V.5.8,2021-04-17,13:52:00
BYLJPH74M19I895B,2524528,,2020-12-09,08:36:00
WRNGNE81T16B835T,8952193,G.6.9,2020-06-21,23:07:00
LWNJSN63C04B006Z,8982241,D.7.4,2021-04-12,14:36:00
MLDMKI86R09E983W,8959183,W.7.7,2020-03-15,16:44:00
PRHJMS61M30B301Y,6697736,,2020-05-24,06:09:00
PGARCH72H27I520O,3169202,G.2.3,2021-01-31,20:59:00
DHLTMI68L23I023N,8963948,J.9.2,2020-07-12,19:15:00
STLMRN75C62C316B,3164450,,2021-11-07,02:13:00
LLNMRA78C64L429N,3174706,D.3.1,2020-11-27,22:26:00
MRSLBT02T60C093Q,11128077,,2021-09-15,20:37:00
JCBLTT54R60L158E,10114711,D.6.5,2020-07-23,15:38:00
MLLVNC71P63A665O,3178947,X.9.0,2021-05-04,09:06:00
RCHVLR03A48D076T,3207311,,2020-03-23,00:30:00
LSNCDY03M08C076L,8959183,W.7.7,2020-02-16,09:13:00
BRGJDN95A25B906K,8961730,H.4.6,2020-08-16,04:49:00
MFFDBB88E47F368E,3207311,,2021-04-08,15:15:00
BDLLEE64T23E320J,10234509,O.3.8,2021-05-22,04:11:00
PRZSCR73E04F951W,6299593,,2020-11-07,13:11:00
HMMJHN96B13E681S,3178947,T.9.8,2020-07-05,14:48:00
GBRCVN74S28I701Y,9612931,R.6.8,2020-01-16,13:12:00
MZELRO58A64I885O,3175603,T.9.8,2021-01-01,09:59:00
FLKNCY87A60L154X,8952193,G.6.9,2020-09-16,00:11:00
WLLPLA67L03C756Y,11127880,,2020-05-25,16:07:00
NWTBND87E71F587J,11857076,,2020-03-31,04:22:00
SHRJNN53T70C819U,2524528,,2020-08-19,19:27:00
GNDLDS88S49L647A,8199505,,2021-04-29,18:39:00
DRNRXE82D05H498T,6542214,,2020-09-08,05:09:00
GFFLRD91B25F153F,3175603,N.8.6,2020-05-16,12:31:00
RJOMGR94S57E944N,9032354,M.2.3,2021-07-13,02:44:00
MRKJTN52H09I652D,9612605,Z.9.4,2021-03-31,06:37:00
GRNDVD56B23D195R,3183224,D.3.3,2020-02-05,02:52:00
MRRPLA57B24M211H,3177891,,2020-06-14,13:03:00
SNDFNC55A01C569Q,3174706,D.3.1,2020-08-12,13:50:00
WLSBTY71R58E745Q,8969613,A.6.0,2020-04-06,02:13:00
GRDSRH93M48L931Q,3217778,Q.3.6,2021-10-01,19:15:00
GRYMTT01L45B437Y,3178947,T.9.8,2020-02-26,08:08:00
DMRDLL80B60F482U,8984890,,2020-11-02,07:13:00
BRCBNN79B67G296K,10376048,,2020-09-08,14:06:00
BNGWMX76P01C800J,8966253,C.4.7,2021-04-11,17:58:00
RTCLSO02S59A589W,8969613,H.3.9,2021-05-03,05:44:00
MCLMTH75M57B938H,8982854,,2020-06-24,13:10:00
SLYTRR87S53F471G,8967778,E.7.6,2020-08-29,15:13:00
WTSKYA51B41L380C,8963948,J.9.2,2021-02-24,07:45:00
BSLFNK61H12F511L,8967523,J.2.5,2020-05-03,06:34:00
MDYGLA57R60B015C,9612931,P.4.1,2020-03-16,09:36:00
CMMKRM96L58I805E,3217778,Q.3.6,2021-06-09,14:32:00
BDGDRD59L23M401K,8354453,,2020-04-27,03:34:00
WGNBTY87A50L603X,8982241,P.0.5,2020-07-29,00:10:00
RDWPGY65E43I494G,9612605,Z.9.4,2020-07-09,20:07:00
CHSCRL74T24C390G,10234509,O.3.8,2021-08-15,21:59:00
MCKLSE60S68G394C,6540854,,2021-05-21,22:13:00
LWRGDY94T69E819A,8952193,H.8.2,2020-03-01,19:16:00
VRYJMS63P25M387U,8956432,I.8.8,2020-12-15,23:20:00
DNNNLC95E61G439J,9612285,R.6.5,2020-06-23,02:15:00
SFRJLL77A42D942M,8199505,,2020-06-02,08:57:00
RHDMNQ84H52I869S,8959183,W.7.7,2020-10-12,16:30:00
BRCBNN79B67G296K,3164450,,2021-05-13,00:23:00
BRGWYN97T19D817N,10626188,,2020-04-08,00:23:00
DWKDLD69M07F917O,9612285,U.9.9,2021-01-26,12:29:00
FRNJNF74C46H962M,8966253,C.4.7,2020-03-11,21:29:00
RCHSRN94L53D750D,8030019,,2020-10-16,22:21:00
STVGRG77C25I855U,10376048,,2020-08-10,10:11:00
DMNMHL02T06E205D,9612931,R.6.8,2020-06-06,15:09:00
FRGMTY81B17E752I,3175603,N.8.6,2020-12-22,23:41:00
SRGDNL51L09H627C,9412867,F.7.1,2020-02-08,05:49:00
RSNDMA82H16B537Z,2524528,,2021-03-10,06:52:00
DNNLSH99E42F672U,6541078,,2020-12-29,11:35:00
SHPJNU68H41H726A,8953518,K.5.0,2020-06-30,14:44:00
VRYJMS63P25M387U,8504596,,2021-03-30,01:49:00
MNRMMA94A62E432X,8984890,,2021-07-05,11:12:00
BSSPML99R48B328I,8354453,,2020-05-28,11:49:00
QSNDLS02A24L136J,7289460,,2020-11-08,19:34:00
DSKRRT85D17H918M,8953415,V.5.8,2021-07-15,20:27:00
LTSLSN83H44G848P,9612285,R.6.5,2020-03-10,06:54:00
LVNLZU02D54D471M,8966253,C.4.7,2020-03-16,10:28:00
PTTVCK89R70E777F,9032354,M.2.3,2021-02-02,19:55:00
BRWDNH67P61H999C,10114711,D.6.5,2021-10-29,15:01:00
WGNRLO83D55H844N,10626188,,2020-04-19,15:37:00
HNDJSO58R19A816C,8260210,,2020-11-03,00:16:00
SWRSRH81H58F217I,6538502,,2020-12-28,14:07:00
FRGWLM84A09D951B,3178423,,2020-12-17,13:21:00
QRLMVN65H05G311W,11128077,,2020-10-11,02:52:00
BNTRTH94A61C024H,8354453,,2021-05-04,11:01:00
PSQRBC51B58I333F,8982854,,2020-01-22,03:11:00
PGARCH72H27I520O,10292350,Q.6.2,2020-10-30,01:33:00
BLLCST65E24G402E,8963948,J.9.2,2020-11-11,10:47:00
RCHSRN94L53D750D,8952732,O.6.8,2020-08-26,18:18:00
JHNFDR60M23F052F,6541078,,2021-04-04,12:49:00
GSLGLR61S25M127I,8952732,O.6.8,2021-10-05,05:02:00
JCHGRC69E65A321N,3177891,,2020-12-26,13:00:00
FNCDNS55D14L173C,8978564,T.4.9,2021-03-28,17:08:00
BRWRXE81R18E428L,10114711,D.6.5,2020-04-12,04:39:00
HFFCRL54S22B296S,7289460,,2021-05-05,18:46:00
BLYNNA59M49B933J,6540854,,2020-06-17,17:33:00
BDLLEE64T23E320J,3170817,,2021-09-14,14:55:00
LHMJPH60B26D641Y,8956432,I.8.8,2021-11-12,21:38:00
MCCRRT86S03L038R,8966253,C.4.7,2021-06-08,16:09:00
TPATSH03C58E592C,10401364,,2020-07-03,21:10:00
RSNDMA82H16B537Z,8959183,W.7.7,2020-02-22,11:32:00
MCMLLN70H58L315A,9612285,U.9.9,2020-11-08,19:16:00
KRLLLN88E58G165G,2523131,,2020-03-20,05:50:00
FTADNE75R01A120P,8967778,N.7.4,2021-02-19,02:55:00
JHNMND92B49D050L,8978564,T.4.9,2020-12-07,11:57:00
CHKJTH89T51I885J,10401364,,2021-07-11,03:01:00
GLDDYN58A25A844M,6538502,,2021-05-10,10:37:00
MLLVNC71P63A665O,2525364,,2020-09-19,11:56:00
NWTBND87E71F587J,10401364,,2020-09-13,04:39:00
BLCGRY53S27L787Y,10114711,D.6.5,2020-03-13,08:14:00
NNERYA89M12G622H,2524528,,2021-11-07,23:09:00
NLEWLM50T17A804V,6299593,,2020-02-23,04:50:00
WNGBRC64T31M190P,9612931,P.4.1,2020-10-01,03:26:00
MREGTR71C62H258V,11857076,,2020-04-27,06:27:00
BRDCHR61A42G635T,9032354,M.2.3,2020-04-21,07:12:00
HSRCRY94T13I545G,11127880,,2020-04-23,16:11:00
RVRPLP71C15C542C,9034008,L.8.7,2021-03-21,18:49:00
GPPJLU53C47M358V,3169202,G.2.3,2021-01-26,04:27:00
SCHCNT94B41I543D,11127880,,2020-04-06,10:22:00
WGNBTY87A50L603X,8982241,P.0.5,2021-02-02,02:07:00
KNNJNN03D59M266W,8963948,J.9.2,2021-06-03,05:49:00
BLTSSN52E68B365O,8952732,O.6.8,2021-01-16,13:28:00
MCKLSE60S68G394C,9412867,F.7.1,2020-05-27,10:06:00
CLMDWN68T64B857K,3217778,Q.3.6,2020-01-16,23:53:00
MYATFN74M41G951H,8982854,,2021-04-26,10:42:00
GNSCFT65H15C654A,3217778,Z.9.5,2020-06-13,19:14:00
WLLPLA67L03C756Y,2525364,,2020-11-16,11:05:00
MLMCRL83M22C698E,8961730,H.4.6,2021-11-03,10:26:00
CHSCRL74T24C390G,10401364,,2020-10-11,12:49:00
KHNJFR54T07I828I,3172542,,2020-03-28,12:46:00
QNCDLL88E60G371B,3217778,Z.9.5,2020-06-30,02:40:00
RCHVLR03A48D076T,8982241,P.0.5,2021-08-16,10:13:00
HLBNNA89M43I321F,6541078,,2020-09-22,09:35:00
WSTRRT90T06E134I,3169202,G.2.3,2020-12-10,23:01:00
LCYFME59R68B217G,8354453,,2021-02-06,17:58:00
KNWRRT57T16B839T,3178423,,2020-02-09,10:55:00
PQTGLR58B51H214E,11127622,,2020-06-06,14:26:00
RCBCDY93E21H087H,10114711,D.6.5,2021-02-19,10:31:00
CTSJNN88H22M190V,3207311,,2021-03-12,09:11:00
KNDRRT58E22B735H,8952732,O.6.8,2020-08-20,19:03:00
KTABBR73C54E780F,6299593,,2020-01-09,09:40:00
FNNTMY94D18B613B,9412867,F.7.1,2021-04-03,03:14:00
MCLMTH75M57B938H,8967778,N.7.4,2020-11-28,06:28:00
MNDLRA99C67I711L,3178423,,2020-10-13,05:20:00
NNSDRN94E53F012X,9412867,F.7.1,2021-03-01,14:45:00
MNSJMS55S58F534Q,2522948,,2020-03-08,17:39:00
STRLRY97D07F067H,8982241,D.7.4,2020-02-19,05:52:00
HNNRSL00P42F216Z,3217778,Z.9.5,2020-12-16,12:15:00
DWRRRT69H03A471P,6542214,,2020-02-24,06:04:00
WHLCHR59M67H801C,8961730,H.4.6,2020-07-12,08:26:00
MCGGCL88A41F509Y,8978564,T.4.9,2020-06-08,22:46:00
BRWTSS90R46B903J,10114711,I.8.7,2021-11-05,18:34:00
BTTNHN58C17D414M,10376048,,2020-12-19,13:42:00
CRPJDY92E67G614V,10401364,,2021-06-11,20:03:00
RLFRRT54H26A020B,8982241,D.7.4,2020-05-26,23:05:00
FRNRLN54A49M019G,11127383,,2021-01-11,19:43:00
MCLBNN80D62C002Z,9612931,P.4.1,2021-03-23,08:35:00
BRGWYN97T19D817N,8030019,,2020-06-15,15:06:00
KNGJHN52C05E072P,6538502,,2021-08-15,18:07:00
GYACRS82S04B540Z,2522948,,2021-09-04,07:42:00
BYLRNY99S23I646A,9612605,Z.9.4,2021-08-10,06:32:00
SNDFNC55A01C569Q,11857076,,2021-10-28,13:49:00
WNDJHN79B02C977D,7303538,,2021-02-15,14:37:00
LZADRS68C62L246D,6542295,,2021-11-12,21:09:00
GLDDYN58A25A844M,8982241,D.7.4,2020-05-16,09:21:00
MLDMKI86R09E983W,8961730,H.4.6,2020-02-03,07:30:00
YNGBRC75P69I330E,3178947,X.9.0,2021-06-11,20:09:00
RBRRRT67D20E038Q,11153961,U.0.0,2021-11-10,18:40:00
JCKRCH60S27F355A,11153961,U.0.0,2020-11-27,04:23:00
HRNLDS00H56G934L,3169263,K.5.0,2020-04-13,11:09:00
VRLWTR01C08D600Z,9613262,J.8.7,2020-10-31,23:04:00
RSNDMA82H16B537Z,8953415,V.5.8,2021-09-03,09:37:00
GSSCRS58D17B481H,6542295,,2020-01-02,05:17:00
RCHVLR03A48D076T,8199505,,2020-04-12,17:55:00
BRSWRN54H04B415J,8982854,,2020-04-07,15:10:00
FWLPRL68L54C882S,8953518,K.5.0,2021-01-17,09:50:00
MFFDBB88E47F368E,6538502,,2020-08-20,15:49:00
WTTCDY85P69L353Q,3175603,T.9.8,2021-08-29,22:39:00
WSTRCE94T26G210T,11126481,,2020-12-13,17:20:00
JCHGRC69E65A321N,3207311,,2021-03-14,11:17:00
CLRVGN74D57H612V,9613262,J.8.7,2020-10-31,07:43:00
MRSJNY89A57I861C,10401364,,2020-12-22,14:21:00
JDNLND03P44C093N,2523131,,2021-04-26,13:57:00
JHNJLU70S02I625X,8982241,D.7.4,2021-11-05,02:54:00
MNZGGR91C30A246R,9612285,U.9.9,2021-05-19,03:07:00
DNNLSH99E42F672U,11127622,,2021-04-29,14:51:00
SLYTRR87S53F471G,3164450,,2020-11-27,09:28:00
MRQCRS90D49I935L,10234509,O.3.8,2021-06-15,12:25:00
CNLLLO77E71F935D,10234509,U.8.3,2021-07-25,01:36:00
GLSJYO84T41G346C,3169263,K.5.0,2021-10-04,12:41:00
MRQKRN57L68E493U,10114711,D.6.5,2021-01-11,01:36:00
VNHJSS76B13H298U,10292350,Q.6.2,2020-09-25,09:09:00
KPPJSS72S25H046C,3172542,,2021-10-23,03:18:00
PTRTRY82D01F831G,6540033,,2020-10-14,23:53:00
MYFLND63M57D471K,10401364,,2020-04-02,01:22:00
WTSKYA51B41L380C,10376048,,2021-07-10,11:33:00
MFFDBB88E47F368E,10114711,I.8.7,2021-02-28,03:27:00
HYMJHN68M17G838W,9612605,Z.9.4,2020-01-17,07:16:00
RCHSRN94L53D750D,9612605,Z.9.4,2020-02-10,20:26:00
SSHNHN88L05A182R,8953518,K.5.0,2020-11-17,21:38:00
GNSCFT65H15C654A,3172542,,2020-03-25,18:18:00
STKSRN70C44G511X,6540033,,2021-08-18,21:07:00
SDRMVN87S06D044Y,10401364,,2020-05-05,16:21:00
RLFRRT54H26A020B,8969613,A.6.0,2020-05-04,17:04:00
KPPJSS72S25H046C,9612931,R.6.8,2021-01-04,18:31:00
LHMJPH60B26D641Y,3169202,G.2.3,2021-06-25,14:34:00
FGRMHL81D22I765P,7289460,,2020-11-17,07:09:00
BLLBTH75P55M169P,8967778,E.7.6,2021-03-25,17:01:00
CHPJSO83C09I781B,9613262,J.8.7,2020-01-09,07:05:00
BRRJNC89R69C769J,8969613,A.6.0,2021-09-25,10:53:00
GDFMAI59R61G186N,6542295,,2020-05-17,20:39:00
DLFMLV72R47C189R,3175603,T.9.8,2020-12-25,00:29:00
LTSLSN83H44G848P,10376048,,2021-03-20,15:30:00
LSNCDY03M08C076L,9612605,Z.9.4,2020-01-17,05:51:00
BLSJMA76T63E229C,10114711,D.6.5,2021-01-25,21:12:00
THMPLA67H18F531I,8952193,G.6.9,2020-07-29,21:50:00
RNTLBT85M46I372X,11857076,,2020-04-07,12:04:00
NNSBRN55C07G541A,2525364,,2021-08-24,16:06:00
MCKMHL70S23I139C,8961730,M.1.9,2020-08-20,21:44:00
JHNLVS74M26F477Z,8952732,O.6.8,2020-12-26,12:47:00
SPLJSH50H02D518A,8961730,M.1.9,2020-11-08,16:33:00
RXEJWL60M44L210Q,6697736,,2021-01-15,14:14:00
